"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A02_T06_S08_001","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","Angles in the same segment of a circle are equal","A statement unrelated to angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","A","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_002","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Identify the exact condition required by the statement before drawing a conclusion","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","B","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_003","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","Ignore the named feature and use an unrelated formula","C","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_004","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","Using the result without first checking that the required condition is true","D","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_005","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It turns a verified condition into a justified conclusion","It removes the need for any diagram labels","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","A","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_006","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","A statement unrelated to angles in the same segment of a circle are equal","Angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","B","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_007","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Identify the exact condition required by the statement before drawing a conclusion","Ignore whether the objects satisfy the given conditions","C","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_008","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","D","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_009","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Using the result without first checking that the required condition is true","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","A","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_010","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Medium","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It turns a verified condition into a justified conclusion","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","B","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_011","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","A statement unrelated to angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","Angles in the same segment of a circle are equal","A property that applies only to a different topic","C","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_012","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","Identify the exact condition required by the statement before drawing a conclusion","D","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_013","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","A","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_014","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Writing the answer on a new line","Using the result without first checking that the required condition is true","Listing the given information before the working","Choosing a shorter explanation after the result is known","B","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_015","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It guarantees that every figure is regular","It turns a verified condition into a justified conclusion","It replaces all angle and length calculations with guessing","C","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_016","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","A statement unrelated to angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","Angles in the same segment of a circle are equal","D","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_017","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Identify the exact condition required by the statement before drawing a conclusion","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","A","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_018","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Assume an unproven converse of the statement","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","B","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_019","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Writing the answer on a new line","Listing the given information before the working","Using the result without first checking that the required condition is true","Choosing a shorter explanation after the result is known","C","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_020","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","It turns a verified condition into a justified conclusion","D","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_021","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","Angles in the same segment of a circle are equal","A statement unrelated to angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","A","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_022","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Identify the exact condition required by the statement before drawing a conclusion","Use one diagram as a complete proof","Ignore whether the objects satisfy the given conditions","B","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_023","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","Ignore the named feature and use an unrelated formula","C","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_024","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Hard","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","Using the result without first checking that the required condition is true","D","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_025","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It turns a verified condition into a justified conclusion","It removes the need for any diagram labels","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","A","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_026","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","Which statement best matches the idea of Angles in the same segment of a circle are equal?","A statement unrelated to angles in the same segment of a circle are equal","Angles in the same segment of a circle are equal","A numerical shortcut with no proof condition","A property that applies only to a different topic","B","The correct option restates the central idea of angles in the same segment of a circle are equal.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_027","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","A student wants to apply angles in the same segment of a circle are equal. What is the most reliable first step?","Assume the statement works in reverse without checking","Use one diagram as a complete proof","Identify the exact condition required by the statement before drawing a conclusion","Ignore whether the objects satisfy the given conditions","C","A theorem or construction can be used only after its conditions are verified.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_028","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","Which option shows a valid use of angles in the same segment of a circle are equal?","Assume an unproven converse of the statement","Replace the theorem with a visual estimate only","Ignore the named feature and use an unrelated formula","Use the stated condition and then apply angles in the same segment of a circle are equal to justify the conclusion","D","A valid use of angles in the same segment of a circle are equal must follow the given condition rather than a reversed or unrelated claim.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_029","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","When solving a problem involving angles in the same segment of a circle are equal, which error is most serious?","Using the result without first checking that the required condition is true","Writing the answer on a new line","Listing the given information before the working","Choosing a shorter explanation after the result is known","A","The main logical risk is applying the statement where its assumptions are not satisfied.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
"QB_A02_T06_S08_030","A02","Geometry","A02_T06","Circle Geometry","A02_T06_S08","Theorem - Angles in the same segment of a circle are equal","2.6.8","Advanced","MCQ","Which description best explains why angles in the same segment of a circle are equal is useful in geometric reasoning?","It removes the need for any diagram labels","It turns a verified condition into a justified conclusion","It guarantees that every figure is regular","It replaces all angle and length calculations with guessing","B","The value of a theorem or construction is that it supports a justified step in reasoning.","geometry;circle;theorem;angles;same;segment;are;conceptual;reasoning","approved_hierarchy_v1"
